Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,12.322844553728883,12.512571118325456,12.223316606230659,12.409932136535645,43733533,0.0,0.0
1996-01-02 00:00:00+05:30,12.456589923550773,12.503242876453966,11.69457618373073,12.014933586120605,56167280,0.0,0.0
1996-01-03 00:00:00+05:30,12.08335686696194,12.241979397026931,11.632368751940472,11.694574356079102,68296318,0.0,0.0
1996-01-04 00:00:00+05:30,11.539059227097622,11.756776281766868,11.355553487171305,11.654138565063477,86073880,0.0,0.0
1996-01-05 00:00:00+05:30,11.694575919859869,11.725677468596238,11.511070117607876,11.588827133178711,76613039,0.0,0.0
1996-01-08 00:00:00+05:30,11.523510514423998,11.632369067124372,11.156500206543742,11.249807357788086,55395172,0.0,0.0
1996-01-09 00:00:00+05:30,11.134724320799544,12.31662163922782,11.013424183942133,11.86563491821289,82057540,0.0,0.0
1996-01-10 00:00:00+05:30,11.476855210430118,11.679022152496552,11.243585468431663,11.321342468261719,54360749,0.0,0.0
1996-01-11 00:00:00+05:30,11.196928619167954,11.818979370794215,11.196928619167954,11.753664016723633,65973105,0.0,0.0
1996-01-12 00:00:00+05:30,11.78787945781901,12.021149175339568,11.585712536966735,11.7598876953125,102152486,0.0,0.0
1996-01-15 00:00:00+05:30,11.881186579549093,11.999376942773855,11.725672612808237,11.797208786010742,68169665,0.0,0.0
1996-01-16 00:00:00+05:30,11.803429762021038,12.876469860152328,11.725672777558097,12.046030044555664,92497161,0.0,0.0
1996-01-17 00:00:00+05:30,11.77233036692329,11.850087373834782,11.507959058407861,11.551502227783203,65477620,0.0,0.0
1996-01-18 00:00:00+05:30,11.417759911430219,11.619926840506842,11.290238942899203,11.473743438720703,67620657,0.0,0.0
1996-01-19 00:00:00+05:30,11.399097236967647,11.65102939190203,11.399097236967647,11.610594749450684,47652365,0.0,0.0
1996-01-22 00:00:00+05:30,11.69457618373073,12.074028164792644,11.66969418968503,12.014933586120605,81512772,0.0,0.0
1996-01-23 00:00:00+05:30,12.123789156093045,12.375720069465286,11.974497228721226,12.142450332641602,130297068,0.0,0.0
1996-01-24 00:00:00+05:30,11.756777129788167,11.818982725604318,11.439532112102361,11.73189640045166,54484752,0.0,0.0
1996-01-25 00:00:00+05:30,11.9433955668174,12.049143082323736,11.787881555797965,11.843866348266602,67701207,0.0,0.0
1996-01-26 00:00:00+05:30,11.843866348266602,11.843866348266602,11.843866348266602,11.843866348266602,0,0.0,0.0
1996-01-29 00:00:00+05:30,11.974495496639195,12.500128200828259,11.915399683630698,12.385048866271973,75689901,0.0,0.0
1996-01-30 00:00:00+05:30,12.565445154139187,12.988440198101232,12.254419682400425,12.661863327026367,89163372,0.0,0.0
1996-01-31 00:00:00+05:30,12.37883182241903,12.612101596479445,12.008710464343068,12.22953987121582,56831282,0.0,0.0
1996-02-01 00:00:00+05:30,12.145564774280022,12.938681429595496,12.145564774280022,12.836042404174805,96599349,0.0,0.0
1996-02-02 00:00:00+05:30,13.09418961064939,13.809548985739315,13.000882467481528,13.72246265411377,106010376,0.0,0.0
1996-02-05 00:00:00+05:30,13.902854105990873,15.084752690523787,13.902854105990873,14.58711051940918,160942920,0.0,0.0
1996-02-06 00:00:00+05:30,14.80483529019954,15.271374872575597,14.36939851431415,14.711526870727539,147345446,0.0,0.0
1996-02-07 00:00:00+05:30,14.238761894774234,14.742622330359017,13.68513498161792,14.453369140625,67480756,0.0,0.0
1996-02-08 00:00:00+05:30,14.496917541124644,15.10030863528584,14.226325425039423,14.863927841186523,52796395,0.0,0.0
1996-02-09 00:00:00+05:30,15.006999706930452,16.12669300404304,14.73640760025036,15.91519546508789,74580228,0.0,0.0
1996-02-12 00:00:00+05:30,15.73790743121037,15.999170155512118,14.80482986582274,14.982114791870117,81608160,0.0,0.0
1996-02-13 00:00:00+05:30,14.944794385154472,15.234047650630627,14.524909111811922,15.062983512878418,83711982,0.0,0.0
1996-02-14 00:00:00+05:30,15.61350038209195,15.852989684917105,15.42688483466658,15.504640579223633,52251098,0.0,0.0
1996-02-15 00:00:00+05:30,15.426880821442863,15.675701905777743,15.255816718928699,15.41443920135498,40662588,0.0,0.0
1996-02-16 00:00:00+05:30,15.299362861916219,15.330465660718268,14.951013778818272,15.0536527633667,41113559,0.0,0.0
1996-02-19 00:00:00+05:30,15.115860170053844,15.364681353457254,15.084758622433847,15.156294822692871,29196493,0.0,0.0
1996-02-20 00:00:00+05:30,15.178065959843465,15.190506327540257,14.562234435316006,14.683534622192383,30560533,0.0,0.0
1996-02-21 00:00:00+05:30,14.683534622192383,14.683534622192383,14.683534622192383,14.683534622192383,0,0.0,0.0
1996-02-22 00:00:00+05:30,14.954123562765682,15.143848859105477,14.867035984900333,15.090973854064941,21638101,0.0,0.0
1996-02-23 00:00:00+05:30,15.115858481064251,15.395782438301918,14.885699760940218,15.314915657043457,46653977,0.0,0.0
1996-02-26 00:00:00+05:30,15.675709563917911,16.070711703563745,15.619724761154714,15.722362518310547,71998409,0.0,0.0
1996-02-27 00:00:00+05:30,15.800117138811776,15.893424290920043,15.489090364303259,15.694368362426758,62652564,0.0,0.0
1996-02-28 00:00:00+05:30,15.924529351550348,16.048939324494764,15.681928961189717,15.713031768798828,36609684,0.0,0.0
1996-02-29 00:00:00+05:30,15.613494999532104,15.672589546222028,14.742621906775312,14.94789981842041,71030227,0.0,0.0
1996-03-01 00:00:00+05:30,15.115858244505638,15.265151438526594,14.92924395259002,15.131409645080566,49598798,0.0,0.0
1996-03-04 00:00:00+05:30,15.178058143290654,15.237153946265435,14.61821170544408,14.97900104522705,40613835,0.0,0.0
1996-03-05 00:00:00+05:30,14.97900104522705,14.97900104522705,14.97900104522705,14.97900104522705,0,0.0,0.0
1996-03-06 00:00:00+05:30,14.99766551140445,15.234044982950893,14.960341907479663,15.159399032592773,22160082,0.0,0.0
1996-03-07 00:00:00+05:30,15.240268461956013,15.377120023656117,15.0069987259333,15.062983512878418,31303495,0.0,0.0
1996-03-08 00:00:00+05:30,14.932349995693066,14.988334772264782,14.6866399400388,14.923019409179688,39637704,0.0,0.0
1996-03-11 00:00:00+05:30,14.61821013183866,14.742620018804017,14.397382110915972,14.580887794494629,39109363,0.0,0.0
1996-03-12 00:00:00+05:30,14.565341942984805,14.627546281388243,14.431600163308735,14.559121131896973,27429706,0.0,0.0
1996-03-13 00:00:00+05:30,14.552898944689158,14.957232764790096,14.478252991168564,14.907468795776367,27421227,0.0,0.0
1996-03-14 00:00:00+05:30,14.960346203165548,15.090976968174198,14.811054259581898,14.891921043395996,36343129,0.0,0.0
1996-03-15 00:00:00+05:30,14.867035721893268,14.898138517544348,14.587111818525086,14.624435424804688,29065070,0.0,0.0
1996-03-18 00:00:00+05:30,14.493807535942821,14.584004906552634,14.198333434203494,14.241876602172852,27165271,0.0,0.0
1996-03-19 00:00:00+05:30,14.241874647257408,14.422269363715097,13.498522314193044,13.853092193603516,35581619,0.0,0.0
1996-03-20 00:00:00+05:30,13.853092193603516,13.853092193603516,13.853092193603516,13.853092193603516,0,0.0,0.0
1996-03-21 00:00:00+05:30,14.123689680063164,14.400502671812626,14.123689680063164,14.291644096374512,13650996,0.0,0.0
1996-03-22 00:00:00+05:30,14.136127471923828,14.244986017830403,13.887306321647976,14.136127471923828,23179668,0.0,0.0
1996-03-25 00:00:00+05:30,14.244984458475493,14.428490209621236,14.161007911039984,14.229433059692383,22524674,0.0,0.0
1996-03-26 00:00:00+05:30,14.238766295643064,14.307191450978484,13.797108790551322,14.120575904846191,24039214,0.0,0.0
1996-03-27 00:00:00+05:30,14.307192824402712,14.524911192038964,14.307192824402712,14.38183879852295,14674821,0.0,0.0
1996-03-28 00:00:00+05:30,14.38183778904453,15.240269574902547,14.409830813307167,14.621328353881836,15454878,0.0,0.0
1996-03-29 00:00:00+05:30,14.711521111653516,14.773727957774902,14.524906860746771,14.643095970153809,21249133,0.0,0.0
1996-04-01 00:00:00+05:30,14.30719046255732,15.115856934935534,14.30719046255732,15.038101196289062,40137428,0.0,0.0
1996-04-02 00:00:00+05:30,15.243380159327144,15.737911458403369,14.84526704672088,15.513972282409668,53712115,0.0,0.0
1996-04-03 00:00:00+05:30,15.737911213257842,16.01472414413764,15.67570686561107,15.725469589233398,48630086,0.0,0.0
1996-04-04 00:00:00+05:30,15.675705111088352,15.722358052228786,15.461096551875649,15.678814888000488,40702863,0.0,0.0
1996-04-05 00:00:00+05:30,15.678814888000488,15.678814888000488,15.678814888000488,15.678814888000488,0,0.0,0.0
1996-04-08 00:00:00+05:30,16.23554944246594,16.702088884428907,16.080036714308815,16.509252548217773,67392257,0.0,0.0
1996-04-09 00:00:00+05:30,16.67098853787978,17.193512839987324,16.238662863704032,16.62433433532715,123803836,0.0,0.0
1996-04-10 00:00:00+05:30,16.546577038632982,16.76429411516796,16.247991930753354,16.353740692138672,70021770,0.0,0.0
1996-04-11 00:00:00+05:30,16.173344684163514,16.447047782781677,16.09247791673049,16.316415786743164,76341715,0.0,0.0
1996-04-12 00:00:00+05:30,16.3599621334463,16.758075206787304,16.24177174499726,16.7052001953125,68621695,0.0,0.0
1996-04-15 00:00:00+05:30,17.041110401953215,17.442333287042526,16.944692216642895,17.202842712402344,88429949,0.0,0.0
1996-04-16 00:00:00+05:30,17.20595160644236,18.039501333084242,17.13752645505378,17.6724910736084,96678839,0.0,0.0
1996-04-17 00:00:00+05:30,17.790681850446298,17.915093057227118,17.572963496071644,17.803123474121094,63548145,0.0,0.0
1996-04-18 00:00:00+05:30,18.16391408269495,18.84817073247364,18.114150099891976,18.745532989501953,100389409,0.0,0.0
1996-04-19 00:00:00+05:30,18.848166492177878,19.579077182959903,18.75485935978669,19.16852378845215,129471967,0.0,0.0
1996-04-22 00:00:00+05:30,19.53242675564579,19.547978155958116,18.85127994893628,18.981910705566406,120420233,0.0,0.0
1996-04-23 00:00:00+05:30,18.739309009632354,19.12498169740004,18.552693476920293,18.782852172851562,156792508,0.0,0.0
1996-04-24 00:00:00+05:30,19.283601930069597,19.905652793948295,19.283601930069597,19.82167625427246,101305658,0.0,0.0
1996-04-25 00:00:00+05:30,20.58991158895151,21.025348222589546,19.221398610360357,19.687936782836914,131851353,0.0,0.0
1996-04-26 00:00:00+05:30,19.588411378926182,20.023846811498288,18.757972645260573,19.348920822143555,162657244,0.0,0.0
1996-04-29 00:00:00+05:30,19.09388354052985,19.27116727083398,18.845062350597736,19.180971145629883,93379495,0.0,0.0
1996-04-30 00:00:00+05:30,19.190297031525034,19.190297031525034,18.431394487655997,18.583797454833984,102988185,0.0,0.0
1996-05-01 00:00:00+05:30,19.034783452299283,19.196517000986493,18.810845563149687,18.888601303100586,60334650,0.0,0.0
1996-05-02 00:00:00+05:30,18.81706360765823,19.37691013445215,18.17946009485481,18.51536750793457,90601602,0.0,0.0
1996-05-03 00:00:00+05:30,18.22611739912947,18.33497594064222,17.681820919090637,17.775129318237305,125929915,0.0,0.0
1996-05-06 00:00:00+05:30,17.305479577010594,17.417449149861575,16.64299524304369,16.742523193359375,148646954,0.0,0.0
1996-05-07 00:00:00+05:30,16.670985616022755,17.35213232693889,16.670985616022755,17.08465003967285,185128395,0.0,0.0
1996-05-08 00:00:00+05:30,16.67098527474972,17.566739249470697,15.675703360057863,17.29303741455078,165100221,0.0,0.0
1996-05-09 00:00:00+05:30,17.013119042331695,17.604067277460658,16.860716060038794,17.00689697265625,199096820,0.0,0.0
1996-05-10 00:00:00+05:30,16.546576625417426,16.904256287567595,16.456378008187126,16.78917694091797,145995185,0.0,0.0
1996-05-13 00:00:00+05:30,17.106419332588096,17.352129369096772,16.922913620485502,17.2308292388916,116850624,0.0,0.0
1996-05-14 00:00:00+05:30,17.174849990308786,18.350528069835185,17.031777608927545,17.924423217773438,188017574,0.0,0.0
